route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,direction_id,shape_id
800,DIAS UTEIS,800_0_2|214|D1|T4|N18,*MERCADO DO BOLHÃO,1,,1,800_0_2|0
800,DIAS UTEIS,800_0_2|214|D1|T7|N18,*MERCADO DO BOLHÃO,1,,1,800_0_2|0
800,DIAS UTEIS,800_0_2|214|D1|T4|N20,*MERCADO DO BOLHÃO,1,,1,800_0_2|0
800,DIAS UTEIS,800_0_2|214|D1|T7|N20,*MERCADO DO BOLHÃO,1,,1,800_0_2|0
800,DIAS UTEIS,800_0_2|214|D1|T4|N22,*MERCADO DO BOLHÃO,1,,1,800_0_2|0
800,DIAS UTEIS,800_0_2|214|D1|T2|N14,*MERCADO DO BOLHÃO,1,,1,800_0_2|0
701,DIAS UTEIS,701_0_1|214|D1|T7|N2,*CODICEIRA,1,,0,701_0_1|1
702,DIAS UTEIS,702_0_1|214|D1|T6|N2,*TRAVAGEM,1,,0,702_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T1|N3,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T5|N3,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T7|N3,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T1|N15,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T9|N4,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T9|N6,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T9|N8,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_2|214|D1|T7|N2,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T4|N2,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T1|N5,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T6|N3,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_2|214|D1|T2|N2,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T4|N3,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T6|N4,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T1|N6,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T3|N6,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T3|N3,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T3|N5,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T4|N4,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T5|N5,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T6|N5,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T7|N5,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T1|N7,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T2|N5,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T3|N7,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T4|N6,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_2|214|D1|T5|N6,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T7|N6,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T2|N6,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T6|N7,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T5|N7,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T7|N7,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T1|N9,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T2|N7,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T3|N9,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T4|N8,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T5|N9,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T6|N9,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T7|N9,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T1|N11,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_2|214|D1|T4|N7,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T6|N8,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T1|N10,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T2|N9,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T3|N11,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T4|N10,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T8|N3,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T6|N11,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T5|N11,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_2|214|D1|T3|N10,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T5|N10,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T7|N10,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T2|N10,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T7|N11,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T1|N13,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T2|N11,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T3|N13,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_2|214|D1|T4|N11,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T8|N4,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T7|N12,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T4|N12,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T5|N13,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T8|N5,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T6|N13,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T9|N2,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T2|N13,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_2|214|D1|T2|N12,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T10|N3,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T8|N7,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_1|214|D1|T5|N15,Valongo Estação,1,,0,700_0_1|1
700,DIAS UTEIS,700_0_2|214|D1|T8|N6,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_2|214|D1|T9|N3,Bolhão,1,,1,700_0_2|1
700,DIAS UTEIS,700_0_1|214|D1|T10|N7,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T10|N5,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_1|214|D1|T2|N3,Campo,1,,0,700_0_1|0
700,DIAS UTEIS,700_0_2|214|D1|T1|N2,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T3|N2,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T5|N2,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T6|N2,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T1|N4,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T3|N4,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T5|N4,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T7|N4,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T2|N4,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T4|N5,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T6|N6,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T1|N8,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T3|N8,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T5|N8,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T7|N8,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T2|N8,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T4|N9,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T8|N2,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T6|N10,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T1|N12,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T3|N12,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T5|N12,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T6|N12,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T1|N14,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T10|N2,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T5|N14,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T1|N16,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T10|N4,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T9|N5,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T10|N6,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T9|N7,Bolhão,1,,1,700_0_2|0
700,DIAS UTEIS,700_0_2|214|D1|T10|N8,Bolhão,1,,1,700_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N2,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N2,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N5,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N2,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N4,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N4,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N7,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T5|N2,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N4,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N6,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N6,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N9,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T1|N4,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N3,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N3,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N6,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N3,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N5,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N5,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N8,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T5|N3,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N5,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T5|N4,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N6,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N8,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N8,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N11,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T3|N7,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N7,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N10,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T5|N6,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N8,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N10,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T5|N5,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N7,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N9,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N9,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N12,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T5|N7,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T4|N10,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N13,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N10,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N12,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T2|N9,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N11,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N11,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T4|N12,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N15,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T1|N14,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T2|N12,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N14,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N14,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N17,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N14,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N16,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N16,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N19,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N16,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N18,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N18,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T1|N21,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T3|N20,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N18,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T2|N11,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T4|N20,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N20,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T3|N13,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N13,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N16,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N13,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N15,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N15,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N18,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N15,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N17,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N17,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N20,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N17,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T3|N19,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N19,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N19,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T1|N22,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N21,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N21,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N23,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T2|N23,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_1|214|D2|T4|N25,Parque Nascente,1,,0,400_0_1|0
400,SÁBADOS,400_0_2|214|D2|T4|N22,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N22,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T4|N24,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_2|214|D2|T2|N24,Trindade,1,,1,400_0_2|0
400,SÁBADOS,400_0_1|214|D2|T1|N2,Azevedo,1,,0,400_0_1|1
901,SÁBADOS,901_0_1|214|D2|T4|N13,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N3,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T7|N3,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_2|214|D2|T5|N4,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T3|N4,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T2|N18,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_1|214|D2|T2|N7,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T6|N10,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T3|N3,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_2|214|D2|T4|N12,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_1|214|D2|T4|N3,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T6|N4,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N5,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T4|N5,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T6|N6,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_2|214|D2|T2|N2,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_1|214|D2|T6|N2,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T6|N8,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T6|N12,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_2|214|D2|T1|N2,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T1|N6,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_1|214|D2|T5|N1,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T3|N1,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T7|N1,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N11,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N13,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_2|214|D2|T2|N16,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T2|N14,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T2|N12,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T6|N11,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T7|N2,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T3|N2,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T5|N2,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T4|N8,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T2|N8,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T6|N7,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T2|N6,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T6|N5,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T2|N4,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T6|N3,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_2|214|D2|T4|N2,Trindade,1,,1,901_0_2|0
901,SÁBADOS,901_0_1|214|D2|T4|N7,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N9,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T4|N9,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T1|N3,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T4|N11,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T5|N3,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T1|N5,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N15,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N17,Valadares,1,,0,901_0_1|0
901,SÁBADOS,901_0_1|214|D2|T2|N19,Valadares,1,,0,901_0_1|0
906,SÁBADOS,906_0_1|214|D2|T7|N4,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T1|N11,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T6|N4,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T5|N5,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T5|N11,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T3|N2,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T3|N6,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T3|N8,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T2|N4,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T2|N3,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T1|N5,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T5|N9,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T3|N4,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T1|N6,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T5|N8,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T6|N2,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T5|N10,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T3|N3,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T4|N3,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T2|N2,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T3|N12,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T3|N10,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T5|N4,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T1|N1,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T3|N7,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T1|N2,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T1|N12,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T1|N9,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T1|N8,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T1|N10,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T4|N1,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T3|N13,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T7|N3,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T4|N2,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T5|N2,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T7|N5,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_2|214|D2|T4|N4,Trindade,1,,1,906_0_2|0
906,SÁBADOS,906_0_1|214|D2|T1|N3,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_1|214|D2|T6|N5,Madalena,1,,0,906_0_1|0
906,SÁBADOS,906_0_2|214|D2|T6|N6,Trindade,1,,1,906_0_2|0
