route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,direction_id,shape_id
1M,DIAS UTEIS,1M_0_2|214|D1|T1|N2,Aliados,1,,1,1M_0_2|0
1M,DIAS UTEIS,1M_0_1|214|D1|T1|N3,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DIAS UTEIS,1M_0_1|214|D1|T1|N5,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DIAS UTEIS,1M_0_1|214|D1|T1|N7,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DIAS UTEIS,1M_0_1|214|D1|T1|N9,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DIAS UTEIS,1M_0_1|214|D1|T1|N11,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DIAS UTEIS,1M_0_2|214|D1|T1|N4,Aliados,1,,1,1M_0_2|0
1M,DIAS UTEIS,1M_0_2|214|D1|T1|N6,Aliados,1,,1,1M_0_2|0
1M,DIAS UTEIS,1M_0_2|214|D1|T1|N8,Aliados,1,,1,1M_0_2|0
1M,DIAS UTEIS,1M_0_2|214|D1|T1|N10,Aliados,1,,1,1M_0_2|0
1M,DIAS UTEIS,1M_0_2|214|D1|T1|N12,Aliados,1,,1,1M_0_2|0
1M,SÁBADOS,1M_0_2|214|D2|T1|N2,Aliados,1,,1,1M_0_2|0
1M,SÁBADOS,1M_0_1|214|D2|T1|N3,Matosinhos (Praia),1,,0,1M_0_1|0
1M,SÁBADOS,1M_0_1|214|D2|T1|N5,Matosinhos (Praia),1,,0,1M_0_1|0
1M,SÁBADOS,1M_0_1|214|D2|T1|N7,Matosinhos (Praia),1,,0,1M_0_1|0
1M,SÁBADOS,1M_0_1|214|D2|T1|N9,Matosinhos (Praia),1,,0,1M_0_1|0
1M,SÁBADOS,1M_0_1|214|D2|T1|N11,Matosinhos (Praia),1,,0,1M_0_1|0
1M,SÁBADOS,1M_0_2|214|D2|T1|N4,Aliados,1,,1,1M_0_2|0
1M,SÁBADOS,1M_0_2|214|D2|T1|N6,Aliados,1,,1,1M_0_2|0
1M,SÁBADOS,1M_0_2|214|D2|T1|N8,Aliados,1,,1,1M_0_2|0
1M,SÁBADOS,1M_0_2|214|D2|T1|N10,Aliados,1,,1,1M_0_2|0
1M,SÁBADOS,1M_0_2|214|D2|T1|N12,Aliados,1,,1,1M_0_2|0
1M,DOMINGOS|FERIADOS,1M_0_2|214|D3|T1|N2,Aliados,1,,1,1M_0_2|0
1M,DOMINGOS|FERIADOS,1M_0_1|214|D3|T1|N3,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DOMINGOS|FERIADOS,1M_0_1|214|D3|T1|N5,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DOMINGOS|FERIADOS,1M_0_1|214|D3|T1|N7,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DOMINGOS|FERIADOS,1M_0_1|214|D3|T1|N9,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DOMINGOS|FERIADOS,1M_0_1|214|D3|T1|N11,Matosinhos (Praia),1,,0,1M_0_1|0
1M,DOMINGOS|FERIADOS,1M_0_2|214|D3|T1|N4,Aliados,1,,1,1M_0_2|0
1M,DOMINGOS|FERIADOS,1M_0_2|214|D3|T1|N6,Aliados,1,,1,1M_0_2|0
1M,DOMINGOS|FERIADOS,1M_0_2|214|D3|T1|N8,Aliados,1,,1,1M_0_2|0
1M,DOMINGOS|FERIADOS,1M_0_2|214|D3|T1|N10,Aliados,1,,1,1M_0_2|0
1M,DOMINGOS|FERIADOS,1M_0_2|214|D3|T1|N12,Aliados,1,,1,1M_0_2|0
7M,DIAS UTEIS,7M_0_1|214|D1|T1|N3,Valongo,1,,0,7M_0_1|0
7M,DIAS UTEIS,7M_0_1|214|D1|T1|N5,Valongo,1,,0,7M_0_1|0
7M,DIAS UTEIS,7M_0_1|214|D1|T1|N9,Valongo,1,,0,7M_0_1|0
7M,DIAS UTEIS,7M_0_1|214|D1|T1|N11,Valongo,1,,0,7M_0_1|0
7M,DIAS UTEIS,7M_0_2|214|D1|T1|N4,Aliados,1,,1,7M_0_2|0
7M,DIAS UTEIS,7M_0_2|214|D1|T1|N6,Aliados,1,,1,7M_0_2|0
7M,DIAS UTEIS,7M_0_2|214|D1|T1|N10,Aliados,1,,1,7M_0_2|0
7M,DIAS UTEIS,7M_0_2|214|D1|T1|N2,Aliados,1,,1,7M_0_2|0
7M,DIAS UTEIS,7M_0_1|214|D1|T1|N7,Valongo,1,,0,7M_0_1|0
7M,DIAS UTEIS,7M_0_2|214|D1|T1|N8,Aliados,1,,1,7M_0_2|0
7M,SÁBADOS,7M_0_1|214|D2|T1|N3,Valongo,1,,0,7M_0_1|0
7M,SÁBADOS,7M_0_1|214|D2|T1|N5,Valongo,1,,0,7M_0_1|0
7M,SÁBADOS,7M_0_1|214|D2|T1|N9,Valongo,1,,0,7M_0_1|0
7M,SÁBADOS,7M_0_1|214|D2|T1|N11,Valongo,1,,0,7M_0_1|0
7M,SÁBADOS,7M_0_2|214|D2|T1|N4,Aliados,1,,1,7M_0_2|0
7M,SÁBADOS,7M_0_2|214|D2|T1|N6,Aliados,1,,1,7M_0_2|0
7M,SÁBADOS,7M_0_2|214|D2|T1|N10,Aliados,1,,1,7M_0_2|0
7M,SÁBADOS,7M_0_2|214|D2|T1|N2,Aliados,1,,1,7M_0_2|0
7M,SÁBADOS,7M_0_1|214|D2|T1|N7,Valongo,1,,0,7M_0_1|0
7M,SÁBADOS,7M_0_2|214|D2|T1|N8,Aliados,1,,1,7M_0_2|0
7M,DOMINGOS|FERIADOS,7M_0_1|214|D3|T1|N3,Valongo,1,,0,7M_0_1|0
7M,DOMINGOS|FERIADOS,7M_0_1|214|D3|T1|N5,Valongo,1,,0,7M_0_1|0
7M,DOMINGOS|FERIADOS,7M_0_1|214|D3|T1|N9,Valongo,1,,0,7M_0_1|0
7M,DOMINGOS|FERIADOS,7M_0_1|214|D3|T1|N11,Valongo,1,,0,7M_0_1|0
7M,DOMINGOS|FERIADOS,7M_0_2|214|D3|T1|N4,Aliados,1,,1,7M_0_2|0
7M,DOMINGOS|FERIADOS,7M_0_2|214|D3|T1|N6,Aliados,1,,1,7M_0_2|0
7M,DOMINGOS|FERIADOS,7M_0_2|214|D3|T1|N10,Aliados,1,,1,7M_0_2|0
7M,DOMINGOS|FERIADOS,7M_0_2|214|D3|T1|N2,Aliados,1,,1,7M_0_2|0
7M,DOMINGOS|FERIADOS,7M_0_1|214|D3|T1|N7,Valongo,1,,0,7M_0_1|0
7M,DOMINGOS|FERIADOS,7M_0_2|214|D3|T1|N8,Aliados,1,,1,7M_0_2|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N2,*RIO TINTO (ESC. SEC.),1,,0,803_0_1|1
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N2,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N3,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N4,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N4,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N6,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N3,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N5,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N5,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N6,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N8,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N8,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N10,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N9,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N10,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N16,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N16,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N18,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N18,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N20,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N20,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N22,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N17,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N19,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N19,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N21,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N15,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N17,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N12,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N12,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T2|N14,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_1|214|D3|T1|N14,Rio Tinto E. Sec.,1,,0,803_0_1|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N7,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N7,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N9,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N11,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N11,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N13,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T1|N13,Boavista,1,,1,803_0_2|0
803,DOMINGOS|FERIADOS,803_0_2|214|D3|T2|N15,Boavista,1,,1,803_0_2|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N2,Gatões,1,,0,503_0_1|1
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N2,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N4,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N4,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N3,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N5,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N20,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N18,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N16,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N19,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N17,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N17,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N15,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N3,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N15,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N6,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N13,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N13,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N11,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N11,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N9,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N9,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N7,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T1|N7,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_2|214|D3|T2|N5,Boavista,1,,1,503_0_2|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N6,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N8,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N8,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N10,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N10,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N12,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N12,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N14,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T2|N14,Gatões,1,,0,503_0_1|0
503,DOMINGOS|FERIADOS,503_0_1|214|D3|T1|N16,Gatões,1,,0,503_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N14,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N15,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N16,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N17,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N16,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T3|N2,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N17,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T3|N3,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N18,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N19,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T3|N4,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N19,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N20,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T3|N5,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N20,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N21,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T3|N6,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N21,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N22,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T3|N7,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N22,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N23,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T3|N8,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N23,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N24,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T3|N9,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N24,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N25,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N25,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N26,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T3|N11,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N26,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N27,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T3|N12,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N27,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N28,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N28,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N29,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N29,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N30,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N30,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N31,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N32,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N31,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N33,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N32,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N33,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N34,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N35,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N34,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N35,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N18,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N2,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N3,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N2,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N3,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N4,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N5,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N4,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N6,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N5,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N6,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N7,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N8,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N7,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N9,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N8,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N10,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N9,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N10,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N11,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N12,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N11,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N13,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T2|N12,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T1|N14,Boavista,1,,1,402_0_2|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T2|N13,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_1|214|D3|T1|N15,S. Roque,1,,0,402_0_1|0
402,DOMINGOS|FERIADOS,402_0_2|214|D3|T3|N10,Boavista,1,,1,402_0_2|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T3|N2,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N2,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T1|N3,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T2|N3,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T3|N4,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N4,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T1|N5,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T2|N4,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T2|N12,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T3|N13,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T4|N13,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T3|N12,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N12,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T1|N13,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T2|N13,Freixieiro,1,,0,508_0_1|2
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T2|N14,*CASA DA MÚSICA (METRO),1,,1,508_0_2|2
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T1|N2,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T2|N2,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T1|N9,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T2|N5,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T2|N9,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N10,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T1|N11,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T3|N5,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T1|N8,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T3|N6,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N6,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T1|N7,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T2|N7,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T3|N8,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N8,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T3|N10,Cabo do Mundo,1,,0,508_0_1|0
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N14,Freixieiro,1,,0,508_0_1|2
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T2|N15,Freixieiro,1,,0,508_0_1|2
508,DOMINGOS|FERIADOS,508_0_1|214|D3|T4|N16,Freixieiro,1,,0,508_0_1|2
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T4|N15,*CASA DA MÚSICA (METRO),1,,1,508_0_2|2
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T2|N16,*CASA DA MÚSICA (METRO),1,,1,508_0_2|2
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T3|N3,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T4|N3,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
508,DOMINGOS|FERIADOS,508_0_2|214|D3|T1|N4,*CASA DA MÚSICA (METRO),1,,1,508_0_2|0
