stop_id,stop_code,stop_name,tts_stop_name,stop_lat,stop_lon,wheelchair_boarding,location_type,parent_station,platform_code
010001,010001,Rua Carlos Manuel Rodrigues Francisco (Escola),Rua Carlos Manuel Rodrigues Francisco ( Escola ),38.754244,-8.959557,0,0,,
010002,010002,R Carlos M. Francisco 229 (Escola Monte Novo),Rua Carlos M. Francisco 229 ( Escola Monte Novo ),38.754572,-8.959615,0,0,,
010005,010005,ALCOCHETE (R CIPRIÃO FIGUEIREDO),Alcochete ( Rua Ciprião Figueiredo ),38.754175,-8.961806,0,0,,
010007,010007,ALCOCHETE (R LEITE CUNHA) BIBLIOTECA,Alcochete ( Rua Leite Cunha ) Biblioteca,38.753196,-8.963687,0,0,,
010008,010008,ALCOCHETE (R LEITE CUNHA) BIBLIOTECA,Alcochete ( Rua Leite Cunha ) Biblioteca,38.753271,-8.963504,0,0,,
010009,010009,ALCOCHETE (AV RESTAURAÇÃO) EB MANUEL I,Alcochete ( Avenida Restauração ) Escola Básica Manuel Primeiro,38.750706,-8.962749,0,0,,
010010,010010,ALCOCHETE (AV RESTAURAÇÃO) EB MANUEL I,Alcochete ( Avenida Restauração ) Escola Básica Manuel Primeiro,38.751002,-8.962783,0,0,,
010011,010011,ALCOCHETE (R JOSÉ GRILO EVANGELISTA),Alcochete ( Rua José Grilo Evangelista ),38.748855,-8.962159,0,0,,
010012,010012,ALCOCHETE (R JOSÉ GRILO EVANGELISTA),Alcochete ( Rua José Grilo Evangelista ),38.748866,-8.961929,0,0,,
010013,010013,ALCOCHETE (R COOPERAÇÃO 27),Alcochete ( Rua Cooperação 27 ),38.748733,-8.966155,0,0,,
010014,010014,ALCOCHETE (R COOPERAÇÃO 27),Alcochete ( Rua Cooperação 27 ),38.7487,-8.965973,0,0,,
010015,010015,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,Alcochete ( Rua Liberdade ) Escola Valbom,38.748758,-8.967106,0,0,,
010016,010016,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,Alcochete ( Rua Liberdade ) Escola Valbom,38.749364,-8.966956,0,0,,
010017,010017,ALCOCHETE (AV D MANUEL I 25),Alcochete ( Avenida Dom Manuel Primeiro 25 ),38.750122,-8.96804,0,0,,
010018,010018,ALCOCHETE (AV D MANUEL I 25),Alcochete ( Avenida Dom Manuel Primeiro 25 ),38.749981,-8.967987,0,0,,
010019,010019,ALCOCH (AV INF D JOÃO) PRAIA MOINHOS,Álcochete ( Avenida Infante Dom João ) Praia Moinhos,38.748365,-8.970791,0,0,,
010021,010021,PASSEIO CARAVELAS (FÓRUM ALCOCHETE),Passeio Caravelas ( Fórum Alcochete ),38.746655,-8.971506,0,0,,
010023,010023,ALCOCHETE (R 25 DE ABRIL 8),Alcochete ( Rua 25 De Abril Número 8 ),38.747993,-8.969371,0,0,,
010025,010025,ALCOCHETE (R Mª TERESA NORONHA),Alcochete ( Rua Maria Teresa Noronha ),38.75266,-8.961294,0,0,,
010027,010027,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),38.753259,-8.95813,0,0,,
010028,010028,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),38.753307,-8.958037,0,0,,
010029,010029,ALCOCHETE (R LÁPARO) SUPERMERCADO,Alcochete ( Rua Láparo ) Supermercado,38.751255,-8.956741,0,0,,
010030,010030,ALCOCHETE (R LÁPARO) SUPERMERCADO,Alcochete ( Rua Láparo ) Supermercado,38.751242,-8.956625,0,0,,
010031,010031,ALCOCHETE (R LÁPARO) ESTALEIRO MUN,Alcochete ( Rua Láparo ) Estaleiro Municipal,38.749842,-8.953465,0,0,,
010032,010032,ALCOCHETE (R LÁPARO) ESTALEIRO MUN,Alcochete ( Rua Láparo ) Estaleiro Municipal,38.749911,-8.953472,0,0,,
010033,010033,ALCOCHETE (R LÁPARO X R BRACIEIRA),Alcochete ( Cruzamento Entre ( Rua Láparo ) E Rua Bracieira ),38.748189,-8.951511,0,0,,
010034,010034,ALCOCHETE (R LÁPARO X R BRACIEIRA),Alcochete ( Cruzamento Entre ( Rua Láparo ) E Rua Bracieira ),38.748278,-8.951503,0,0,,
010035,010035,ALCOCHETE (LAGOA LÁPARO),Alcochete ( Lagoa Láparo ),38.746343,-8.948745,0,0,,
010036,010036,ALCOCHETE (LAGOA LÁPARO),Alcochete ( Lagoa Láparo ),38.745936,-8.948375,0,0,,
010037,010037,PQ INDUSTRIAL BATEL (R ALFAZEMAS),Parque Industrial Batel ( Rua Alfazemas ),38.745522,-8.94605,0,0,,
010038,010038,Rua das Alfazemas (X) Rua dos Alecrins,Cruzamento Entre ( Rua Das Alfazemas ) E Rua Dos Alecrins,38.745434,-8.945954,0,0,,
010039,010039,R DOS DAMASCOS,Rua Dos Damascos,38.748707,-8.945941,0,0,,
010040,010040,R DOS DAMASCOS,Rua Dos Damascos,38.748758,-8.945841,0,0,,
010041,010041,Acesso à Rua dos Damascos (Supermercado),Acesso À Rua Dos Damascos ( Supermercado ),38.751652,-8.94458,0,0,,
010043,010043,ALCOCHETE (AV BARRIS) CENTRO SAÚDE,Alcochete ( Avenida Barris ) Centro Saúde,38.748435,-8.964307,0,0,,
010045,010045,AV DOS BARRIS - PQ DESP DO VALBOM (ROT),Avenida Dos Barris - Parque Desportivo Do Valbom ( Rotunda ),38.745904,-8.96679,0,0,,
010047,010047,R VALE FIGUEIRA (CASAS NOVAS),Rua Vale Figueira ( Casas Novas ),38.740462,-8.960715,0,0,,
010048,010048,R VALE FIGUEIRA (CASAS NOVAS),Rua Vale Figueira ( Casas Novas ),38.74049,-8.960615,0,0,,
010049,010049,ESTR LAGOA DA CHEIA AGROPECUÁRIA,Estrada Lagoa Da Cheia Agropecuária,38.735205,-8.956538,0,0,,
010050,010050,ESTR LAGOA DA CHEIA AGROPECUÁRIA,Estrada Lagoa Da Cheia Agropecuária,38.735227,-8.956456,0,0,,
010051,010051,ESTR LAGOA DA CHEIA 610,Estrada Lagoa Da Cheia 610,38.732272,-8.954484,0,0,,
010052,010052,ESTR LAGOA DA CHEIA 610,Estrada Lagoa Da Cheia 610,38.732396,-8.954452,0,0,,
010053,010053,ESTR DOS MALMEQUERES 316,Estrada Dos Mal-me-queres 316,38.731476,-8.956327,0,0,,
010054,010054,ESTR DOS MALMEQUERES 316,Estrada Dos Mal-me-queres 316,38.731377,-8.956669,0,0,,
010055,010055,R FUTEBOL CLUBE S FRANCISCO (CERCAL),Rua Futebol Clube São Francisco ( Cercal ),38.732838,-8.960893,0,0,,
010056,010056,R FUTEBOL CLUBE S FRANCISCO (CERCAL),Rua Futebol Clube São Francisco ( Cercal ),38.732718,-8.960852,0,0,,
010057,010057,R FUTEBOL CLUBE S FRANC X R ANT ALEIXO 1,Cruzamento Entre ( Rua Futebol Clube São Francisco ) E Rua António Aleixo - Um,38.732284,-8.970956,0,0,,
010058,010058,R FUTEBOL CLUBE S FRANC X R ANT ALEIXO 1,Cruzamento Entre ( Rua Futebol Clube São Francisco ) E Rua António Aleixo - Um,38.732255,-8.970549,0,0,,
010059,010059,S FRANCISCO (EN 119 31),São Francisco ( Estrada Nacional 119 31 ),38.732385,-8.972425,0,0,,
010061,010061,S FRANCISCO (PRAÇA DAS AVES DO TEJO),São Francisco ( Praça Das Aves Do Tejo ),38.731198,-8.973869,0,0,,
010062,010062,S FRANCISCO (PRAÇA DAS AVES DO TEJO),São Francisco ( Praça Das Aves Do Tejo ),38.731293,-8.97383,0,0,,
010063,010063,AV CORVO MARINHO URB VILLAS DO DUQUE,Avenida Corvo Marinho Urbanização Villas Do Duque,38.728616,-8.973287,0,0,,
010064,010064,Urbanização Villas do Duque (Fte Espaço Comercial),Urbanização Villas Do Duque ( Frente Espaço Comercial ),38.728807,-8.973181,0,0,,
010066,010066,S FRANCISCO (EN 119 114),São Francisco ( Estrada Nacional 119 114 ),38.731723,-8.972361,0,0,,
010067,010067,R FUTEBOL CLUBE S FRANCISCO (VILA AZUL),Rua Futebol Clube São Francisco ( Vila Azul ),38.731588,-8.965834,0,0,,
010068,010068,R FUTEBOL CLUBE S FRANCISCO (VILA AZUL),Rua Futebol Clube São Francisco ( Vila Azul ),38.731771,-8.966098,0,0,,
010069,010069,AV DOS BARRIS (PQ DESP DO VALBOM),Avenida Dos Barris ( Parque Desportivo Do Valbom ),38.745981,-8.966255,0,0,,
010071,010071,AV DOS BARRIS (ESCOLA SECUNDÁRIA),Avenida Dos Barris ( Escola Secundária ),38.74789,-8.964495,0,0,,
010075,010075,ESTR DO BREJO COMPRIDO 4307,Estrada Do Brejo Comprido 4307,38.688647,-8.914773,0,0,,
010077,010077,CM1123 (QTA DA FLOR),Caminho Municipal 1123 ( Quinta Da Flor ),38.69541,-8.916467,0,0,,
010079,010079,Avenida da Revolução 86,Avenida Da Revolução 86,38.753276,-8.960039,0,0,,
010080,010080,Avenida da Revolução 43,Avenida Da Revolução 43,38.753388,-8.959593,0,0,,
010081,010081,Rua do Salineiro (X) Rua Capitão Salgueiro Maia,Cruzamento Entre ( Rua Do Salineiro ) E Rua Capitão Salgueiro Maia,38.74924,-8.965488,0,0,,
010082,010082,Rua do Salineiro Frente 81,Rua Do Salineiro Frente Ao Número 81,38.749071,-8.965811,0,0,,
010083,010083,VALBOM (R CERRADINHO PRAIA),Valbom ( Rua Cerradinho Praia ),38.745965,-8.968585,0,0,,
010084,010084,VALBOM (R CERRADINHO PRAIA),Valbom ( Rua Cerradinho Praia ),38.746213,-8.968874,0,0,,
010085,010085,Avenida Dom João II,Avenida Dom João Segundo,38.739188,-8.970525,0,0,,
010086,010086,Avenida D. João II (X) Rua do Cercal,Cruzamento Entre ( Avenida Dom João Segundo ) E Rua Do Cercal,38.739504,-8.97034,0,0,,
010087,010087,R DA SOCIEDADE 95,Rua Da Sociedade 95,38.731976,-8.975904,0,0,,
010088,010088,R DA SOCIEDADE 95,Rua Da Sociedade 95,38.732086,-8.975856,0,0,,
010089,010089,Estrada Municipal 501 (X) Rua da Pacheca,Cruzamento Entre ( Estrada Municipal 501 ) E Rua Da Pachêca,38.735989,-8.981469,0,0,,
010090,010090,QTA PACHECA (EM 501) X R PACHECA,Cruzamento Entre ( Quinta Pachêca ( Estrada Municipal 501 ) ) E Rua Pachêca,38.735783,-8.981473,0,0,,
010091,010091,EM 501 (VIAD PT VASCO GAMA) EST SERVIÇO,Estrada Municipal 501 ( Viaduto Ponte Vasco Da Gama ) - Estaçaão Serviço,38.728153,-8.991644,0,0,,
010092,010092,EM 501 (VIAD PT VASCO GAMA) EST SERVIÇO,Estrada Municipal 501 ( Viaduto Ponte Vasco Da Gama ) - Estaçaão Serviço,38.728098,-8.991504,0,0,,
010093,010093,SAMOUCO (EM 501) PORTO VELHO FÁB BOLOS,Sá-mouco ( Estrada Municipal 501 ) Porto Velho Fábrica Bolos,38.72337,-8.994983,0,0,,
010094,010094,SAMOUCO (EM 501) PORTO VELHO FÁB BOLOS,Sá-mouco ( Estrada Municipal 501 ) Porto Velho Fábrica Bolos,38.723261,-8.994897,0,0,,
010095,010095,SAMOUCO (EM 501) BAIRRO NOVO 210,Sá-mouco ( Estrada Municipal 501 ) Bairro Novo 210,38.722196,-8.998414,0,0,,
010096,010096,SAMOUCO (EM 501) BAIRRO NOVO 210,Sá-mouco ( Estrada Municipal 501 ) Bairro Novo 210,38.722084,-8.998532,0,0,,
010097,010097,SAMOUCO (EM 501 46),Sá-mouco ( Estrada Municipal 501 46 ),38.721525,-9.000315,0,0,,
010098,010098,SAMOUCO (EM 501 46),Sá-mouco ( Estrada Municipal 501 46 ),38.721444,-9.000258,0,0,,
010107,010107,ALCOCHETE (EM 502) VILA SOL,Alcochete ( Estrada Municipal 502 ) Vila Sol,38.744593,-8.957867,0,0,,
010108,010108,ALCOCHETE (EM 502) VILA SOL,Alcochete ( Estrada Municipal 502 ) Vila Sol,38.744518,-8.95768,0,0,,
010109,010109,EM 502 (ARMAZENS),Estrada Municipal 502 ( Armazens ),38.72658,-8.939894,0,0,,
010110,010110,EM 502 (ARMAZENS),Estrada Municipal 502 ( Armazens ),38.726712,-8.939746,0,0,,
010111,010111,FONTE SENHORA (R HORTAS 17),Fonte Senhora ( Rua Hortas 17 ),38.710779,-8.920074,0,0,,
010112,010112,FONTE SENHORA (R HORTAS 17),Fonte Senhora ( Rua Hortas 17 ),38.710717,-8.920006,0,0,,
010113,010113,FONTE SENHORA (R ANT RODRIGUES DIAS) FONTE,Fonte Senhora ( Rua António Rodrigues Dias ) Fonte,38.711488,-8.917419,0,0,,
010114,010114,FONTE SENHORA (R ANT RODRIGUES DIAS) FONTE,Fonte Senhora ( Rua António Rodrigues Dias ) Fonte,38.711492,-8.917189,0,0,,
010115,010115,R ANT RODRIGUES DIAS (X) EN4 (QTA MORGADO),Cruzamento Entre ( Rua António Rodrigues Dias ) E Estrada Nacional 4 ( Quinta Morgado ),38.707531,-8.914769,0,0,,
010116,010116,Rua António Ribeiro Dias,Rua António Ribeiro Dias,38.707325,-8.914608,0,0,,
010117,010117,EN 4 (VIV MARICATO),Estrada Nacional 4 ( Vivenda Maricato ),38.707245,-8.911405,0,0,,
010118,010118,EN 4 (VIV MARICATO),Estrada Nacional 4 ( Vivenda Maricato ),38.707276,-8.910207,0,0,,
010119,010119,EN4 (Viaduto),Estrada Nacional 4 ( Viaduto ),38.707923,-8.905727,0,0,,
010120,010120,EN 4 ANTES VIADUTO A12,Estrada Nacional 4 Antes Viaduto Á 12,38.707814,-8.905808,0,0,,
010121,010121,Rua do Aceiro Frente Lote 7,Rua Do Aceiro Frente Lote 7,38.709056,-8.898717,0,0,,
010122,010122,Rua do Aceiro 8,Rua Do Aceiro 8,38.709301,-8.898597,0,0,,
010123,010123,R DO ACEIRO (FÁBRICA CORTIÇA),Rua Do Aceiro ( Fábrica Cortiça ),38.711581,-8.899968,0,0,,
010124,010124,Rua do Aceiro (Frente Fábrica da Cortiça),Rua Do Aceiro ( Frente Fábrica Da Cortiça ),38.711717,-8.899887,0,0,,
010125,010125,R DO ACEIRO (TERROAL) QTA GUIA,Rua Do Aceiro ( Terroal ) Quinta Guia,38.716252,-8.902807,0,0,,
010126,010126,R DO ACEIRO (TERROAL) QTA GUIA,Rua Do Aceiro ( Terroal ) Quinta Guia,38.716112,-8.902556,0,0,,
010129,010129,ESTR CHARNEQUINHA X EN 5,Cruzamento Entre ( Estrada Charnequinha ) E Estrada Nacional 5,38.675331,-8.911371,0,0,,
010131,010131,ESTR CHARNEQUINHA ( BRAÇO FORTE),Estrada Charnequinha ( Braço Forte ),38.672871,-8.911252,0,0,,
010133,010133,EN4 1,Estrada Nacional 4 - Um,38.708862,-8.897853,0,0,,
010134,010134,Estrada Nacional 4 (X) Rua do Aceiro,Cruzamento Entre ( Estrada Nacional 4 ) E Rua Do Aceiro,38.708691,-8.898154,0,0,,
010135,010135,ALCOCHETE (AV EURO 2004) FREEPORT,Alcochete ( Avenida Euro 2004 ) Freeport,38.751109,-8.942944,0,0,,
010136,010136,ALCOCHETE (AV EURO 2004) FREEPORT,Alcochete ( Avenida Euro 2004 ) Freeport,38.751395,-8.942829,0,0,,
010137,010137,ALCOCHETE (AV CANTO DO PINHEIRO 698),Alcochete ( Avenida Canto Do Pinheiro 698 ),38.75332,-8.94663,0,0,,
010138,010138,ALCOCHETE (AV CANTO DO PINHEIRO 698),Alcochete ( Avenida Canto Do Pinheiro 698 ),38.753445,-8.946569,0,0,,
010139,010139,AV CANTO DO PINHEIROXR FERNANDO PESSOA,Cruzamento Entre ( Avenida Canto Do Pinheiro ) E Rua Fernando Pessoa,38.755532,-8.950663,0,0,,
010140,010140,AV CANTO DO PINHEIROXR FERNANDO PESSOA,Cruzamento Entre ( Avenida Canto Do Pinheiro ) E Rua Fernando Pessoa,38.755596,-8.950482,0,0,,
010141,010141,ALCOCHETE (R MARIA LAMAS LT1),Alcochete ( Rua Maria Lamas - Lóte - Um ),38.753306,-8.955895,0,0,,
010142,010142,ALCOCHETE (R MARIA LAMAS LT1),Alcochete ( Rua Maria Lamas - Lóte - Um ),38.753284,-8.956831,0,0,,
010143,010143,Rua 25 de Abril (X) Passeio das Caravelas,Cruzamento Entre ( Rua 25 De Abril ) E Passeio Das Caravelas,38.746564,-8.970576,0,0,,
010145,010145,EM501 (X) Estrada dos Canaviais,Cruzamento Entre ( Estrada Municipal 501 ) E Estrada Dos Canaviais,38.742415,-8.974439,0,0,,
010146,010146,EM 501 X ESTR DOS CANAVIAIS,Cruzamento Entre ( Estrada Municipal 501 ) E Estrada Dos Canaviais,38.741912,-8.974646,0,0,,
010147,010147,R 25 ABRIL (EM501) X PASSEIO CARAVELAS,Cruzamento Entre ( Rua 25 De Abril ( Estrada Municipal 501 ) ) E Passeio Caravelas,38.746529,-8.970179,0,0,,
010149,010149,EN4 X ACADEMIA SPORTING,Cruzamento Entre ( Estrada Nacional 4 ) E Academia Sporting,38.715281,-8.857895,0,0,,
010150,010150,EN4 X ACADEMIA SPORTING,Cruzamento Entre ( Estrada Nacional 4 ) E Academia Sporting,38.715128,-8.857999,0,0,,
010151,010151,EN 4 (MONTE LARANJO),Estrada Nacional 4 ( Monte Laranjo ),38.712435,-8.872841,0,0,,
010152,010152,Estrada Nacional 4 (Monte Laranjo),Estrada Nacional 4 ( Monte Laranjo ),38.712387,-8.87208,0,0,,
010153,010153,EN 4 (RILVAS),Estrada Nacional 4 ( Rilvas ),38.710751,-8.88454,0,0,,
010154,010154,EN 4 (RILVAS),Estrada Nacional 4 ( Rilvas ),38.710483,-8.884705,0,0,,
010155,010155,EN4 (Fábrica),Estrada Nacional 4 ( Fábrica ),38.710724,-8.835418,0,0,,
010157,010157,EN 5 (AGRO ALBUQUERQUE),Estrada Nacional 5 ( Agro Albuquerque ),38.673511,-8.902444,0,0,,
010158,010158,EN 5 (AGRO ALBUQUERQUE),Estrada Nacional 5 ( Agro Albuquerque ),38.673577,-8.901926,0,0,,
010159,010159,ALCOCHETE (ROTUNDA DO ENTRONCAMENTO),Alcochete ( Rotunda Do Entroncamento ),38.745733,-8.929951,0,0,,
010161,010161,Rua Padre Cruz 3,Rua Padre Cruz 3,38.756701,-8.960425,0,0,,
010167,010167,ROT ENTRONCAMENTO (POSTO COMBUST),Rotunda Entroncamento ( Posto De Combustível ),38.745417,-8.930505,0,0,,
010175,010175,Zona Industrial do Passil P2,Zona Industrial Do Passil ( P 2 ),38.722679,-8.905679,0,0,,
010176,010176,Rua Doutor Manuel da Cruz Junior 128,Rua Doutor Manuel Da Cruz Junior 128,38.720098,-8.999771,0,0,,
010177,010177,Rua Doutor Manuel da Cruz Junior Frente 128,Rua Doutor Manuel Da Cruz Junior Frente Ao Número 128,38.720169,-8.999645,0,0,,
010178,010178,Rua da Quinta da Praia (X) Rua Bento Jesus Caraça,Cruzamento Entre ( Rua Da Quinta Da Praia ) E Rua Bento Jesus Caraça,38.72282,-9.001466,0,0,,
010179,010179,Rua Conde de Vale de Reis Frente 10,Rua Conde De Vale De Reis Frente Ao Número 10,38.72369,-9.003895,0,0,,
010180,010180,Praça José Coelho 2,Praça José Coelho 2,38.721047,-9.002773,0,0,,
011321,011321,Rua da Cooperação (Piscinas),Rua Da Cooperação ( Piscinas ),38.747159,-8.966163,0,0,,
012215,012215,Rua dos Jasmins 336,Rua Dos Jasmins 336,38.744935,-8.943709,0,0,,
012317,012317,Rua da Cooperação (Polidesportivo),Rua Da Cooperação ( Polidesportivo ),38.747329,-8.966437,0,0,,
012854,012854,Zona Industrial do Passil P3,Zona Industrial Do Passil ( P 3 ),38.720204,-8.905053,0,0,,
013004,013004,Rua do Cercal Frente 70,Rua Do Cercal Frente Ao Número 70,38.73998,-8.969515,0,0,,
013357,013357,Rua do Cercal 76,Rua Do Cercal 76,38.73994,-8.96912,0,0,,
013652,013652,Rua do Vale da Fonte Coberta (Central Distribuição),Rua Do Vale Da Fonte Coberta ( Central Distribuição ),38.724675,-8.910619,0,0,,
014349,014349,Estrada da Atalaia Frente 310,Estrada Da Atalaia Frente Ao Número 310,38.74777,-8.96026,0,0,,
014759,014759,Zona Industrial do Passil P1,Zona Industrial Do Passil ( P 1 ),38.723056,-8.906011,0,0,,
016685,016685,Rua dos Jasmins Frente 336,Rua Dos Jasmins Frente Ao Número 336,38.745024,-8.943649,0,0,,
016737,016737,Zona Industrial do Passil P4,Zona Industrial Do Passil ( P 4 ),38.720176,-8.905019,0,0,,
016972,016972,Rua do Vale da Fonte Coberta (Frente Central Distribuição),Rua Do Vale Da Fonte Coberta ( Frente Central Distribuição ),38.72474,-8.910674,0,0,,
017218,017218,Rua das Madressilvas Frente 178,Rua Das Madressilvas Frente Ao Número 178,38.74164,-8.94068,0,0,,
017997,017997,Rua das Madressilvas 178,Rua Das Madressilvas 178,38.74172,-8.94082,0,0,,
018009,018009,Rua dos Alecrins (Frente Zona Industrial),Rua Dos Alecrins ( Frente Zona Industrial ),38.74309,-8.94484,0,0,,
018346,018346,Rua do Cercal (X) Rua do Pinhal,Cruzamento Entre ( Rua Do Cercal ) E Rua Do Pinhal,38.736861,-8.964222,0,0,,
018552,018552,Rua do Cercal 681,Rua Do Cercal 681,38.736667,-8.963778,0,0,,
019626,019626,Estrada da Atalaia 272,Estrada Da Atalaia 272,38.74817,-8.9607,0,0,,
019709,019709,Estrada Nacional 4 (Fábrica),Estrada Nacional 4 ( Fábrica ),38.710928,-8.835511,0,0,,
019739,019739,Rua dos Alecrins (Zona Industrial),Rua Dos Alecrins ( Zona Industrial ),38.74304,-8.94493,0,0,,
020001,020001,Ponte 25 de Abril (Portagens),Ponte 25 De Abril ( Portagens ),38.673804,-9.173993,0,0,,
020002,020002,Av. Dr. Aresta Branco (X) Pç. 9 de Julho,Cruzamento Entre ( Avenida Doutora Aresta Branco ) E Práça 9 De Julho,38.643758,-9.23272,0,0,,
020003,020003,PRAGAL (PORTAGEM),Pragal ( Portagem ),38.673946,-9.173301,0,0,,
020005,020005,Costa da Caparica (Terminal) P2,Costa Da Caparica ( Terminal ) ( P 2 ),38.644755,-9.241125,0,0,,
020007,020007,Costa da Caparica (Terminal) P3,Costa Da Caparica ( Terminal ) ( P 3 ),38.644727,-9.240953,0,0,,
020008,020008,R Maria Beatriz Mexia (X) R Quinta dos Loios,Cruzamento Entre ( Rua Maria Beatriz Mexia ) E Rua Quinta Dos Loios,38.641501,-9.20325,0,0,,
020009,020009,ALMADA (LARGO CRISTO REI) TERMINAL,Almada ( Largo Cristo Rei ) Terminal,38.676531,-9.171115,0,0,,
020010,020010,R das Oliveiras (Parque infantil),Rua Das Oliveiras ( Parque Infantil ),38.641333,-9.197306,0,0,,
020011,020011,ALMADA (AV CRISTO REI) NÚCLEO ÁGUA,Almada ( Avenida Cristo Rei ) Núcleo Água,38.678535,-9.167604,0,0,,
020012,020012,ALMADA (AV CRISTO REI) NÚCLEO ÁGUA,Almada ( Avenida Cristo Rei ) Núcleo Água,38.678575,-9.167803,0,0,,
020013,020013,ALMADA (AV CRISTO REI N41),Almada ( Avenida Cristo Rei ( Número 41 ) ),38.677382,-9.167238,0,0,,
020014,020014,ALMADA (AV CRISTO REI N41),Almada ( Avenida Cristo Rei ( Número 41 ) ),38.677377,-9.167545,0,0,,
020015,020015,ALMADA (AV CRISTO REI N17B),Almada ( Avenida Cristo Rei ( Número 17 B ) ),38.677908,-9.166082,0,0,,
020017,020017,ALMADA (LGO INF D ANTÓNIO N2),Almada ( Largo Infante Dom António ( Número 2 ) ),38.678776,-9.163412,0,0,,
020019,020019,ALMADA (R CAPITÃO LEITÃO N107),Almada ( Rua Capitão Leitão ( Número 107 ) ),38.678908,-9.16115,0,0,,
020021,020021,ALMADA (R CAPITÃO LEITÃO N79),Almada ( Rua Capitão Leitão ( Número 79 ) ),38.680526,-9.159992,0,0,,
020023,020023,ALMADA (R CAPITÃO LEITÃO N43A),Almada ( Rua Capitão Leitão ( Número 43 Á ) ),38.681587,-9.159455,0,0,,
020027,020027,ALMADA (R BERNARDO FRANCISCO COSTA 73),Almada ( Rua Bernardo Francisco Costa 73 ),38.682389,-9.156925,0,0,,
020028,020028,ALMADA (R BERNARDO FRANCISCO COSTA 73),Almada ( Rua Bernardo Francisco Costa 73 ),38.682336,-9.156614,0,0,,
020029,020029,ALMADA (R BERNARDO FRANCISCO COSTA 13),Almada ( Rua Bernardo Francisco Costa 13 ),38.68222,-9.15446,0,0,,
020030,020030,ALMADA (R BERNARDO FRANCISCO COSTA 13),Almada ( Rua Bernardo Francisco Costa 13 ),38.682311,-9.154336,0,0,,
020031,020031,ALMADA PRAÇA GIL VICENTE 4 (ESCOLA),Almada Praça Gil Vicente 4 ( Escola ) . ( Há correspondência ) com o métro ligeiro,38.682479,-9.151957,0,0,,
020033,020033,CACILHAS AV 25 ABRIL 45C (SEG SOCIAL),Cacilhas Avenida 25 De Abril Número 45 Cê ( Segurança Social ) . ( Há correspondência ) com o métro ligeiro,38.683845,-9.150319,0,0,,
020035,020035,CACILHAS (AV 25 ABRIL N3A),Cacilhas ( Avenida 25 De Abril ( Número 3 Á ) ) . ( Há correspondência ) com o métro ligeiro,38.684904,-9.147329,0,0,,
020037,020037,Cacilhas (Terminal) P5,Cacilhas ( Terminal ) ( P 5 ) . ( Há correspondência ) com o métro ligeiro e o barco,38.687818,-9.146908,0,0,,
020039,020039,CACILHAS (AV 25 ABRIL N6),Cacilhas ( Avenida 25 De Abril ( Número 6 ) ) . ( Há correspondência ) com o métro ligeiro,38.685053,-9.147505,0,0,,
020041,020041,CACILHAS (AV 25 ABRIL N30),Cacilhas ( Avenida 25 De Abril ( Número 30 ) ) . ( Há correspondência ) com o métro ligeiro,38.684092,-9.150315,0,0,,
020045,020045,ALMADA AV D AFONSO HENRIQUES 18 (CTT),Almada Avenida Dom Afonso Henriques 18 ( Correios ),38.681175,-9.154534,0,0,,
020047,020047,AV D NUNO ÁLV PEREIRA PÇA S J BAPTISTA,Avenida Dom Nuno Álvares Pereira Práça São João Baptista . ( Há correspondência ) com o métro ligeiro,38.679178,-9.15863,0,0,,
020049,020049,ALMADA (R MENDO G SEABRA N3B),Almada ( Rua Mendo G Seabra ( Número 3 B ) ),38.679556,-9.160141,0,0,,
020051,020051,ALMADA (R MANUEL S COUTINHO N5),Almada ( Rua Manuel São Coutinho ( Número 5 ) ),38.680896,-9.161599,0,0,,
020053,020053,ALMADA (R FERNÃO LOURENÇO 45) SEMINÁRIO,Almada ( Rua Fernão Lourenço 45 ) Seminário,38.679451,-9.164261,0,0,,
020054,020054,ALMADA (R FERNÃO LOURENÇO 45) SEMINÁRIO,Almada ( Rua Fernão Lourenço 45 ) Seminário,38.679509,-9.164329,0,0,,
020055,020055,ALMADA (R FERNÃO LOURENÇO 57B)SEMINÁRIO,Almada ( Rua Fernão Lourenço 57 B ) Seminário,38.678898,-9.166635,0,0,,
020057,020057,ALMADA (R RAINHA D LEONOR) PARQUE URBANO,Almada ( Rua Rainha Dona Leonor ) Parque Urbano,38.677351,-9.156017,0,0,,
020058,020058,ALMADA (R RAINHA D LEONOR) PARQUE URBANO,Almada ( Rua Rainha Dona Leonor ) Parque Urbano,38.677388,-9.156244,0,0,,
020059,020059,ALMADA (PÇA S JOÃO BAPTISTA N3),Almada ( Práça São João Baptista ( Número 3 ) ) . ( Há correspondência ) com o métro ligeiro,38.679111,-9.156873,0,0,,
020061,020061,ALMADA (AV D NUNO ÁLVARES PEREIRA 56),Almada ( Avenida Dom Nuno Álvares Pereira 56 ),38.677445,-9.162829,0,0,,
020063,020063,ALMADA (R CAETANO M BATALHA N9),Almada ( Rua Caetano M Batalha ( Número 9 ) ) . ( Há correspondência ) com o métro ligeiro,38.675656,-9.163751,0,0,,
