route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
C,2,C_2_1.C15,Cais do Sodré,1,shp1
C,2,C_2_1.C16,Telheiras,0,shp2
C,2,C_2_1.C17,Cais do Sodré,1,shp1
C,2,C_2_1.C18,Telheiras,0,shp2
C,2,C_2_1.C19,Cais do Sodré,1,shp1
C,2,C_2_1.C20,Telheiras,0,shp2
C,2,C_2_1.C21,Cais do Sodré,1,shp1
C,2,C_2_1.C22,Telheiras,0,shp2
C,2,C_2_1.C23,Cais do Sodré,1,shp1
C,2,C_2_1.C24,Telheiras,0,shp2
C,2,C_2_1.C25,Cais do Sodré,1,shp1
C,2,C_2_1.C26,Telheiras,0,shp2
C,2,C_2_1.C27,Cais do Sodré,1,shp1
C,2,C_2_1.C28,Telheiras,0,shp2
C,2,C_2_1.C29,Cais do Sodré,1,shp1
C,2,C_2_1.C30,Telheiras,0,shp2
C,2,C_2_1.C31,Cais do Sodré,1,shp1
C,2,C_2_1.C32,Telheiras,0,shp2
C,2,C_2_1.C33,Cais do Sodré,1,shp1
C,2,C_2_1.C34,Telheiras,0,shp2
C,2,C_2_1.C35,Cais do Sodré,1,shp1
C,2,C_2_1.C36,Telheiras,0,shp2
C,2,C_2_1.C37,Cais do Sodré,1,shp1
C,2,C_2_1.C38,Telheiras,0,shp2
C,2,C_2_1.C39,Cais do Sodré,1,shp1
C,2,C_2_1.C40,Telheiras,0,shp2
C,2,C_2_1.C41,Cais do Sodré,1,shp1
C,2,C_2_1.C42,Telheiras,0,shp2
C,2,C_2_1.C042,Cais do Sodré,1,shp1
C,2,C_2_1.C043,Telheiras,0,shp2
C,2,C_2_1.C044,Cais do Sodré,1,shp1
D,2,D_2_1.D2,Aeroporto,1,shp3
D,2,D_2_1.D3,São Sebastião,0,shp4
D,2,D_2_1.D4,Aeroporto,1,shp3
D,2,D_2_1.D5,São Sebastião,0,shp4
D,2,D_2_1.D6,Aeroporto,1,shp3
D,2,D_2_1.D7,São Sebastião,0,shp4
D,2,D_2_1.D8,Aeroporto,1,shp3
D,2,D_2_1.D9,São Sebastião,0,shp4
D,2,D_2_1.D10,Aeroporto,1,shp3
D,2,D_2_1.D11,São Sebastião,0,shp4
D,2,D_2_1.D12,Aeroporto,1,shp3
D,2,D_2_1.D13,São Sebastião,0,shp4
D,2,D_2_1.D14,Aeroporto,1,shp3
D,2,D_2_1.D15,São Sebastião,0,shp4
D,2,D_2_1.D16,Aeroporto,1,shp3
D,2,D_2_1.D17,São Sebastião,0,shp4
D,2,D_2_1.D18,Aeroporto,1,shp3
D,2,D_2_1.D19,São Sebastião,0,shp4
D,2,D_2_1.D20,Aeroporto,1,shp3
D,2,D_2_1.D21,São Sebastião,0,shp4
D,2,D_2_1.D22,Aeroporto,1,shp3
D,2,D_2_1.D23,São Sebastião,0,shp4
D,2,D_2_1.D24,Aeroporto,1,shp3
D,2,D_2_1.D25,São Sebastião,0,shp4
D,2,D_2_1.D26,Aeroporto,1,shp3
D,2,D_2_1.D27,São Sebastião,0,shp4
D,2,D_2_1.D28,Aeroporto,1,shp3
D,2,D_2_1.D29,São Sebastião,0,shp4
D,2,D_2_1.D30,Aeroporto,1,shp3
D,2,D_2_1.D31,São Sebastião,0,shp4
D,2,D_2_1.D32,Aeroporto,1,shp3
D,2,D_2_1.D33,São Sebastião,0,shp4
D,2,D_2_1.D34,Aeroporto,1,shp3
D,2,D_2_1.D35,São Sebastião,0,shp4
D,2,D_2_1.D36,Aeroporto,1,shp3
D,2,D_2_1.D37,São Sebastião,0,shp4
D,2,D_2_1.D38,Aeroporto,1,shp3
D,2,D_2_1.D39,São Sebastião,0,shp4
D,2,D_2_1.D40,Aeroporto,1,shp3
D,1,D_1_1.D2,Aeroporto,1,shp3
D,1,D_1_1.D3,São Sebastião,0,shp4
D,1,D_1_1.D4,Aeroporto,1,shp3
D,1,D_1_1.D5,São Sebastião,0,shp4
D,1,D_1_1.D6,Aeroporto,1,shp3
D,1,D_1_1.D7,São Sebastião,0,shp4
D,1,D_1_1.D8,Aeroporto,1,shp3
D,1,D_1_1.D9,São Sebastião,0,shp4
D,1,D_1_1.D10,Aeroporto,1,shp3
D,1,D_1_1.D11,São Sebastião,0,shp4
D,1,D_1_1.D12,Aeroporto,1,shp3
D,1,D_1_1.D13,São Sebastião,0,shp4
D,1,D_1_1.D14,Aeroporto,1,shp3
D,1,D_1_1.D15,São Sebastião,0,shp4
D,1,D_1_1.D16,Aeroporto,1,shp3
D,1,D_1_1.D17,São Sebastião,0,shp4
D,1,D_1_1.D18,Aeroporto,1,shp3
D,1,D_1_1.D19,São Sebastião,0,shp4
D,1,D_1_1.D20,Aeroporto,1,shp3
D,1,D_1_1.D21,São Sebastião,0,shp4
D,1,D_1_1.D22,Aeroporto,1,shp3
D,1,D_1_1.D23,São Sebastião,0,shp4
D,1,D_1_1.D24,Aeroporto,1,shp3
D,1,D_1_1.D25,São Sebastião,0,shp4
D,1,D_1_1.D26,Aeroporto,1,shp3
D,1,D_1_1.D27,São Sebastião,0,shp4
D,1,D_1_1.D28,Aeroporto,1,shp3
D,1,D_1_1.D29,São Sebastião,0,shp4
D,1,D_1_1.D30,Aeroporto,1,shp3
D,1,D_1_1.D31,São Sebastião,0,shp4
D,1,D_1_1.D32,Aeroporto,1,shp3
D,1,D_1_1.D33,São Sebastião,0,shp4
D,1,D_1_1.D34,Aeroporto,1,shp3
D,1,D_1_1.D35,São Sebastião,0,shp4
D,1,D_1_1.D36,Aeroporto,1,shp3
C,2,C_2_2.C2,Cais do Sodré,1,shp1
C,2,C_2_2.C3,Telheiras,0,shp2
C,2,C_2_2.C4,Cais do Sodré,1,shp1
C,2,C_2_2.C5,Telheiras,0,shp2
C,2,C_2_2.C6,Cais do Sodré,1,shp1
C,2,C_2_2.C7,Telheiras,0,shp2
C,2,C_2_2.C8,Cais do Sodré,1,shp1
C,2,C_2_2.C9,Telheiras,0,shp2
C,2,C_2_2.C10,Cais do Sodré,1,shp1
C,2,C_2_2.C11,Telheiras,0,shp2
C,2,C_2_2.C12,Cais do Sodré,1,shp1
C,2,C_2_2.C13,Telheiras,0,shp2
C,2,C_2_2.C14,Cais do Sodré,1,shp1
C,2,C_2_2.C15,Telheiras,0,shp2
C,2,C_2_2.C16,Cais do Sodré,1,shp1
C,2,C_2_2.C17,Telheiras,0,shp2
C,2,C_2_2.C18,Cais do Sodré,1,shp1
C,2,C_2_2.C19,Telheiras,0,shp2
C,2,C_2_2.C20,Cais do Sodré,1,shp1
C,2,C_2_2.C21,Telheiras,0,shp2
C,2,C_2_2.C22,Cais do Sodré,1,shp1
C,2,C_2_2.C23,Telheiras,0,shp2
C,2,C_2_2.C24,Cais do Sodré,1,shp1
C,2,C_2_2.C25,Telheiras,0,shp2
C,2,C_2_2.C26,Cais do Sodré,1,shp1
C,2,C_2_2.C27,Telheiras,0,shp2
C,2,C_2_2.C28,Cais do Sodré,1,shp1
C,2,C_2_2.C29,Telheiras,0,shp2
C,2,C_2_2.C30,Cais do Sodré,1,shp1
C,2,C_2_2.C31,Telheiras,0,shp2
C,2,C_2_2.C32,Cais do Sodré,1,shp1
C,2,C_2_2.C33,Telheiras,0,shp2
C,2,C_2_2.C34,Cais do Sodré,1,shp1
C,2,C_2_2.C35,Telheiras,0,shp2
C,2,C_2_2.C36,Cais do Sodré,1,shp1
C,2,C_2_2.C37,Telheiras,0,shp2
C,2,C_2_2.C38,Cais do Sodré,1,shp1
C,2,C_2_2.C39,Telheiras,0,shp2
C,1,C_1_2.C1,Cais do Sodré,1,shp1
C,1,C_1_2.C2,Telheiras,0,shp2
C,1,C_1_2.C3,Cais do Sodré,1,shp1
C,1,C_1_2.C4,Telheiras,0,shp2
C,1,C_1_2.C5,Cais do Sodré,1,shp1
C,1,C_1_2.C6,Telheiras,0,shp2
C,1,C_1_2.C7,Cais do Sodré,1,shp1
C,1,C_1_2.C8,Telheiras,0,shp2
C,1,C_1_2.C9,Cais do Sodré,1,shp1
C,1,C_1_2.C10,Telheiras,0,shp2
C,1,C_1_2.C11,Cais do Sodré,1,shp1
C,1,C_1_2.C12,Telheiras,0,shp2
C,1,C_1_2.C13,Cais do Sodré,1,shp1
C,1,C_1_2.C14,Telheiras,0,shp2
C,1,C_1_2.C15,Cais do Sodré,1,shp1
C,1,C_1_2.C16,Telheiras,0,shp2
C,1,C_1_2.C17,Cais do Sodré,1,shp1
C,1,C_1_2.C18,Telheiras,0,shp2
C,1,C_1_2.C19,Cais do Sodré,1,shp1
C,1,C_1_2.C20,Telheiras,0,shp2
C,1,C_1_2.C21,Cais do Sodré,1,shp1
C,1,C_1_2.C22,Telheiras,0,shp2
C,1,C_1_2.C23,Cais do Sodré,1,shp1
C,1,C_1_2.C24,Telheiras,0,shp2
C,1,C_1_2.C25,Cais do Sodré,1,shp1
C,1,C_1_2.C26,Telheiras,0,shp2
C,1,C_1_2.C27,Cais do Sodré,1,shp1
C,1,C_1_2.C28,Telheiras,0,shp2
C,1,C_1_2.C29,Cais do Sodré,1,shp1
C,1,C_1_2.C30,Telheiras,0,shp2
C,1,C_1_2.C31,Cais do Sodré,1,shp1
C,1,C_1_2.C32,Telheiras,0,shp2
C,1,C_1_2.C33,Cais do Sodré,1,shp1
C,1,C_1_2.C34,Telheiras,0,shp2
C,1,C_1_2.C35,Cais do Sodré,1,shp1
C,1,C_1_2.C36,Telheiras,0,shp2
C,1,C_1_2.C37,Cais do Sodré,1,shp1
C,1,C_1_2.C38,Telheiras,0,shp2
C,1,C_1_2.C39,Cais do Sodré,1,shp1
C,1,C_1_2.C41,Telheiras,0,shp2
C,1,C_1_2.C42,Cais do Sodré,1,shp1
C,1,C_1_2.C43,Telheiras,0,shp2
C,1,C_1_2.C043,Cais do Sodré,1,shp1
C,1,C_1_2.C044,Telheiras,0,shp2
C,1,C_1_2.C045,Cais do Sodré,1,shp1
D,1,D_1_2.D2,Aeroporto,1,shp3
D,1,D_1_2.D3,São Sebastião,0,shp4
D,1,D_1_2.D4,Aeroporto,1,shp3
D,1,D_1_2.D5,São Sebastião,0,shp4
D,1,D_1_2.D6,Aeroporto,1,shp3
D,1,D_1_2.D7,São Sebastião,0,shp4
D,1,D_1_2.D8,Aeroporto,1,shp3
D,1,D_1_2.D9,São Sebastião,0,shp4
D,1,D_1_2.D10,Aeroporto,1,shp3
D,1,D_1_2.D11,São Sebastião,0,shp4
D,1,D_1_2.D12,Aeroporto,1,shp3
D,1,D_1_2.D13,São Sebastião,0,shp4
D,1,D_1_2.D14,Aeroporto,1,shp3
D,1,D_1_2.D15,São Sebastião,0,shp4
D,1,D_1_2.D16,Aeroporto,1,shp3
D,1,D_1_2.D17,São Sebastião,0,shp4
D,1,D_1_2.D18,Aeroporto,1,shp3
D,1,D_1_2.D19,São Sebastião,0,shp4
D,1,D_1_2.D20,Aeroporto,1,shp3
D,1,D_1_2.D21,São Sebastião,0,shp4
D,1,D_1_2.D22,Aeroporto,1,shp3
D,1,D_1_2.D23,São Sebastião,0,shp4
D,1,D_1_2.D24,Aeroporto,1,shp3
D,1,D_1_2.D25,São Sebastião,0,shp4
D,1,D_1_2.D26,Aeroporto,1,shp3
D,1,D_1_2.D27,São Sebastião,0,shp4
D,1,D_1_2.D28,Aeroporto,1,shp3
D,1,D_1_2.D29,São Sebastião,0,shp4
D,1,D_1_2.D30,Aeroporto,1,shp3
D,1,D_1_2.D31,São Sebastião,0,shp4
D,1,D_1_2.D32,Aeroporto,1,shp3
D,1,D_1_2.D33,São Sebastião,0,shp4
D,1,D_1_2.D34,Aeroporto,1,shp3
D,1,D_1_2.D35,São Sebastião,0,shp4
D,1,D_1_2.D36,Aeroporto,1,shp3
D,1,D_1_2.D37,São Sebastião,0,shp4
D,1,D_1_2.D38,Aeroporto,1,shp3
D,1,D_1_2.D39,São Sebastião,0,shp4
D,1,D_1_2.D40,Aeroporto,1,shp3
D,1,D_1_2.D41,São Sebastião,0,shp4
D,1,D_1_2.D42,Aeroporto,1,shp3
D,1,D_1_2.D43,São Sebastião,0,shp4
D,1,D_1_2.D44,Aeroporto,1,shp3
D,1,D_1_2.D044,São Sebastião,0,shp4
D,1,D_1_2.D045,Aeroporto,1,shp3
D,1,D_1_2.D01,São Sebastião,0,shp4
D,2,D_2_2.D2,Aeroporto,1,shp3
D,2,D_2_2.D3,São Sebastião,0,shp4
D,2,D_2_2.D4,Aeroporto,1,shp3
D,2,D_2_2.D5,São Sebastião,0,shp4
D,2,D_2_2.D6,Aeroporto,1,shp3
D,2,D_2_2.D7,São Sebastião,0,shp4
D,2,D_2_2.D8,Aeroporto,1,shp3
D,2,D_2_2.D9,São Sebastião,0,shp4
D,2,D_2_2.D10,Aeroporto,1,shp3
D,2,D_2_2.D11,São Sebastião,0,shp4
D,2,D_2_2.D12,Aeroporto,1,shp3
D,2,D_2_2.D13,São Sebastião,0,shp4
D,2,D_2_2.D14,Aeroporto,1,shp3
D,2,D_2_2.D15,São Sebastião,0,shp4
D,2,D_2_2.D16,Aeroporto,1,shp3
D,2,D_2_2.D17,São Sebastião,0,shp4
D,2,D_2_2.D18,Aeroporto,1,shp3
D,2,D_2_2.D19,São Sebastião,0,shp4
D,2,D_2_2.D20,Aeroporto,1,shp3
D,2,D_2_2.D21,São Sebastião,0,shp4
D,2,D_2_2.D22,Aeroporto,1,shp3
D,2,D_2_2.D23,São Sebastião,0,shp4
D,2,D_2_2.D24,Aeroporto,1,shp3
D,2,D_2_2.D25,São Sebastião,0,shp4
D,2,D_2_2.D26,Aeroporto,1,shp3
D,2,D_2_2.D27,São Sebastião,0,shp4
D,2,D_2_2.D28,Aeroporto,1,shp3
D,2,D_2_2.D29,São Sebastião,0,shp4
D,2,D_2_2.D30,Aeroporto,1,shp3
D,2,D_2_2.D31,São Sebastião,0,shp4
D,2,D_2_2.D32,Aeroporto,1,shp3
D,2,D_2_2.D33,São Sebastião,0,shp4
D,2,D_2_2.D34,Aeroporto,1,shp3
D,2,D_2_2.D35,São Sebastião,0,shp4
D,2,D_2_2.D36,Aeroporto,1,shp3
C,1,C_1_3.C1,Cais do Sodré,1,shp1
C,1,C_1_3.C2,Telheiras,0,shp2
C,1,C_1_3.C3,Cais do Sodré,1,shp1
C,1,C_1_3.C4,Telheiras,0,shp2
C,1,C_1_3.C5,Cais do Sodré,1,shp1
C,1,C_1_3.C6,Telheiras,0,shp2
C,1,C_1_3.C7,Cais do Sodré,1,shp1
C,1,C_1_3.C8,Telheiras,0,shp2
C,1,C_1_3.C9,Cais do Sodré,1,shp1
C,1,C_1_3.C10,Telheiras,0,shp2
C,1,C_1_3.C11,Cais do Sodré,1,shp1
C,1,C_1_3.C12,Telheiras,0,shp2
C,1,C_1_3.C13,Cais do Sodré,1,shp1
C,1,C_1_3.C14,Telheiras,0,shp2
C,1,C_1_3.C15,Cais do Sodré,1,shp1
C,1,C_1_3.C16,Telheiras,0,shp2
C,1,C_1_3.C17,Cais do Sodré,1,shp1
C,1,C_1_3.C18,Telheiras,0,shp2
C,1,C_1_3.C19,Cais do Sodré,1,shp1
C,2,C_2_3.C1,Cais do Sodré,1,shp1
C,2,C_2_3.C2,Telheiras,0,shp2
C,2,C_2_3.C3,Cais do Sodré,1,shp1
C,2,C_2_3.C4,Telheiras,0,shp2
C,2,C_2_3.C5,Cais do Sodré,1,shp1
C,2,C_2_3.C6,Telheiras,0,shp2
C,2,C_2_3.C7,Cais do Sodré,1,shp1
C,2,C_2_3.C8,Telheiras,0,shp2
C,2,C_2_3.C9,Cais do Sodré,1,shp1
C,2,C_2_3.C10,Telheiras,0,shp2
C,2,C_2_3.C11,Cais do Sodré,1,shp1
C,2,C_2_3.C12,Telheiras,0,shp2
C,2,C_2_3.C13,Cais do Sodré,1,shp1
C,2,C_2_3.C14,Telheiras,0,shp2
C,2,C_2_3.C15,Cais do Sodré,1,shp1
C,2,C_2_3.C16,Telheiras,0,shp2
C,2,C_2_3.C17,Cais do Sodré,1,shp1
C,2,C_2_3.C18,Telheiras,0,shp2
C,2,C_2_3.C19,Cais do Sodré,1,shp1
C,2,C_2_3.C20,Telheiras,0,shp2
C,2,C_2_3.C21,Cais do Sodré,1,shp1
C,2,C_2_3.C22,Telheiras,0,shp2
C,2,C_2_3.C23,Cais do Sodré,1,shp1
C,2,C_2_3.C24,Telheiras,0,shp2
C,2,C_2_3.C25,Cais do Sodré,1,shp1
C,2,C_2_3.C26,Telheiras,0,shp2
C,2,C_2_3.C27,Cais do Sodré,1,shp1
C,2,C_2_3.C28,Telheiras,0,shp2
C,2,C_2_3.C29,Cais do Sodré,1,shp1
C,2,C_2_3.C30,Telheiras,0,shp2
C,2,C_2_3.C31,Cais do Sodré,1,shp1
C,2,C_2_3.C32,Telheiras,0,shp2
C,2,C_2_3.C33,Cais do Sodré,1,shp1
C,2,C_2_3.C34,Telheiras,0,shp2
C,2,C_2_3.C35,Cais do Sodré,1,shp1
C,2,C_2_3.C36,Telheiras,0,shp2
C,2,C_2_3.C37,Cais do Sodré,1,shp1
C,2,C_2_3.C38,Telheiras,0,shp2
C,2,C_2_3.C39,Cais do Sodré,1,shp1
C,2,C_2_3.C40,Telheiras,0,shp2
C,2,C_2_3.C41,Cais do Sodré,1,shp1
C,2,C_2_3.C42,Telheiras,0,shp2
C,2,C_2_3.C042,Cais do Sodré,1,shp1
C,2,C_2_3.C043,Telheiras,0,shp2
C,2,C_2_3.C044,Cais do Sodré,1,shp1
D,1,D_1_3.D2,Aeroporto,1,shp3
D,1,D_1_3.D3,São Sebastião,0,shp4
D,1,D_1_3.D4,Aeroporto,1,shp3
D,1,D_1_3.D5,São Sebastião,0,shp4
D,1,D_1_3.D6,Aeroporto,1,shp3
D,1,D_1_3.D7,São Sebastião,0,shp4
D,1,D_1_3.D8,Aeroporto,1,shp3
D,1,D_1_3.D9,São Sebastião,0,shp4
D,1,D_1_3.D10,Aeroporto,1,shp3
D,1,D_1_3.D11,São Sebastião,0,shp4
D,1,D_1_3.D12,Aeroporto,1,shp3
D,1,D_1_3.D13,São Sebastião,0,shp4
D,1,D_1_3.D14,Aeroporto,1,shp3
D,1,D_1_3.D15,São Sebastião,0,shp4
D,1,D_1_3.D16,Aeroporto,1,shp3
D,1,D_1_3.D17,São Sebastião,0,shp4
D,1,D_1_3.D18,Aeroporto,1,shp3
D,1,D_1_3.D19,São Sebastião,0,shp4
D,1,D_1_3.D20,Aeroporto,1,shp3
D,1,D_1_3.D21,São Sebastião,0,shp4
D,1,D_1_3.D22,Aeroporto,1,shp3
D,1,D_1_3.D23,São Sebastião,0,shp4
D,1,D_1_3.D24,Aeroporto,1,shp3
D,1,D_1_3.D25,São Sebastião,0,shp4
D,1,D_1_3.D26,Aeroporto,1,shp3
D,1,D_1_3.D27,São Sebastião,0,shp4
D,1,D_1_3.D28,Aeroporto,1,shp3
D,1,D_1_3.D29,São Sebastião,0,shp4
D,1,D_1_3.D30,Aeroporto,1,shp3
D,1,D_1_3.D31,São Sebastião,0,shp4
D,1,D_1_3.D32,Aeroporto,1,shp3
D,1,D_1_3.D33,São Sebastião,0,shp4
D,1,D_1_3.D34,Aeroporto,1,shp3
D,1,D_1_3.D35,São Sebastião,0,shp4
D,1,D_1_3.D36,Aeroporto,1,shp3
D,1,D_1_3.D37,São Sebastião,0,shp4
D,1,D_1_3.D38,Aeroporto,1,shp3
D,1,D_1_3.D39,São Sebastião,0,shp4
D,1,D_1_3.D40,Aeroporto,1,shp3
D,2,D_2_3.D2,Aeroporto,1,shp3
D,2,D_2_3.D3,São Sebastião,0,shp4
D,2,D_2_3.D4,Aeroporto,1,shp3
D,2,D_2_3.D5,São Sebastião,0,shp4
D,2,D_2_3.D6,Aeroporto,1,shp3
D,2,D_2_3.D7,São Sebastião,0,shp4
D,2,D_2_3.D8,Aeroporto,1,shp3
D,2,D_2_3.D9,São Sebastião,0,shp4
D,2,D_2_3.D10,Aeroporto,1,shp3
D,2,D_2_3.D11,São Sebastião,0,shp4
D,2,D_2_3.D12,Aeroporto,1,shp3
D,2,D_2_3.D13,São Sebastião,0,shp4
D,2,D_2_3.D14,Aeroporto,1,shp3
D,2,D_2_3.D15,São Sebastião,0,shp4
D,2,D_2_3.D16,Aeroporto,1,shp3
D,2,D_2_3.D17,São Sebastião,0,shp4
D,2,D_2_3.D18,Aeroporto,1,shp3
D,2,D_2_3.D19,São Sebastião,0,shp4
D,2,D_2_3.D20,Aeroporto,1,shp3
D,2,D_2_3.D21,São Sebastião,0,shp4
D,2,D_2_3.D22,Aeroporto,1,shp3
D,2,D_2_3.D23,São Sebastião,0,shp4
D,2,D_2_3.D24,Aeroporto,1,shp3
D,2,D_2_3.D25,São Sebastião,0,shp4
D,2,D_2_3.D26,Aeroporto,1,shp3
D,2,D_2_3.D27,São Sebastião,0,shp4
D,2,D_2_3.D28,Aeroporto,1,shp3
D,2,D_2_3.D29,São Sebastião,0,shp4
D,2,D_2_3.D30,Aeroporto,1,shp3
D,2,D_2_3.D31,São Sebastião,0,shp4
D,2,D_2_3.D32,Aeroporto,1,shp3
D,2,D_2_3.D33,São Sebastião,0,shp4
D,2,D_2_3.D34,Aeroporto,1,shp3
D,2,D_2_3.D35,São Sebastião,0,shp4
D,2,D_2_3.D36,Aeroporto,1,shp3
D,2,D_2_3.D37,São Sebastião,0,shp4
D,2,D_2_3.D38,Aeroporto,1,shp3
D,2,D_2_3.D39,São Sebastião,0,shp4
D,2,D_2_3.D40,Aeroporto,1,shp3
D,2,D_2_3.D41,São Sebastião,0,shp4
D,2,D_2_3.D42,Aeroporto,1,shp3
D,2,D_2_3.D43,São Sebastião,0,shp4
D,2,D_2_3.D44,Aeroporto,1,shp3
D,2,D_2_3.D044,São Sebastião,0,shp4
D,2,D_2_3.D045,Aeroporto,1,shp3
D,2,D_2_3.D01,São Sebastião,0,shp4
C,1,C_1_4.C50,Telheiras,0,shp2
C,1,C_1_4.C1,Cais do Sodré,1,shp1
C,1,C_1_4.C2,Telheiras,0,shp2
C,1,C_1_4.C3,Cais do Sodré,1,shp1
C,1,C_1_4.C4,Telheiras,0,shp2
C,1,C_1_4.C5,Cais do Sodré,1,shp1
C,1,C_1_4.C6,Telheiras,0,shp2
C,1,C_1_4.C7,Cais do Sodré,1,shp1
C,1,C_1_4.C8,Telheiras,0,shp2
C,1,C_1_4.C9,Cais do Sodré,1,shp1
C,1,C_1_4.C10,Telheiras,0,shp2
C,1,C_1_4.C11,Cais do Sodré,1,shp1
C,1,C_1_4.C12,Telheiras,0,shp2
C,1,C_1_4.C13,Cais do Sodré,1,shp1
C,1,C_1_4.C14,Telheiras,0,shp2
C,1,C_1_4.C15,Cais do Sodré,1,shp1
C,1,C_1_4.C16,Telheiras,0,shp2
C,1,C_1_4.C17,Cais do Sodré,1,shp1
C,1,C_1_4.C18,Telheiras,0,shp2
C,1,C_1_4.C19,Cais do Sodré,1,shp1
C,1,C_1_4.C20,Telheiras,0,shp2
C,1,C_1_4.C21,Cais do Sodré,1,shp1
C,1,C_1_4.C22,Telheiras,0,shp2
C,1,C_1_4.C23,Cais do Sodré,1,shp1
C,1,C_1_4.C24,Telheiras,0,shp2
C,1,C_1_4.C25,Cais do Sodré,1,shp1
C,1,C_1_4.C26,Telheiras,0,shp2
C,1,C_1_4.C27,Cais do Sodré,1,shp1
C,1,C_1_4.C28,Telheiras,0,shp2
C,1,C_1_4.C29,Cais do Sodré,1,shp1
C,1,C_1_4.C30,Telheiras,0,shp2
C,1,C_1_4.C31,Cais do Sodré,1,shp1
C,1,C_1_4.C32,Telheiras,0,shp2
C,1,C_1_4.C33,Cais do Sodré,1,shp1
C,1,C_1_4.C34,Telheiras,0,shp2
C,1,C_1_4.C35,Cais do Sodré,1,shp1
C,1,C_1_4.C36,Telheiras,0,shp2
C,1,C_1_4.C37,Cais do Sodré,1,shp1
C,1,C_1_4.C38,Telheiras,0,shp2
C,1,C_1_4.C39,Cais do Sodré,1,shp1
C,1,C_1_4.C40,Telheiras,0,shp2
C,1,C_1_4.C41,Cais do Sodré,1,shp1
C,1,C_1_4.C42,Telheiras,0,shp2
C,1,C_1_4.C042,Cais do Sodré,1,shp1
C,1,C_1_4.C043,Telheiras,0,shp2
C,1,C_1_4.C044,Cais do Sodré,1,shp1
C,2,C_2_4.C1,Telheiras,0,shp2
C,2,C_2_4.C2,Cais do Sodré,1,shp1
C,2,C_2_4.C3,Telheiras,0,shp2
C,2,C_2_4.C4,Cais do Sodré,1,shp1
C,2,C_2_4.C5,Telheiras,0,shp2
C,2,C_2_4.C6,Cais do Sodré,1,shp1
C,2,C_2_4.C7,Telheiras,0,shp2
C,2,C_2_4.C8,Cais do Sodré,1,shp1
C,2,C_2_4.C9,Telheiras,0,shp2
C,2,C_2_4.C10,Cais do Sodré,1,shp1
C,2,C_2_4.C11,Telheiras,0,shp2
C,2,C_2_4.C12,Cais do Sodré,1,shp1
C,2,C_2_4.C13,Telheiras,0,shp2
C,2,C_2_4.C14,Cais do Sodré,1,shp1
C,2,C_2_4.C15,Telheiras,0,shp2
C,2,C_2_4.C16,Cais do Sodré,1,shp1
C,2,C_2_4.C17,Telheiras,0,shp2
C,2,C_2_4.C18,Cais do Sodré,1,shp1
C,2,C_2_4.C19,Telheiras,0,shp2
C,2,C_2_4.C20,Cais do Sodré,1,shp1
C,2,C_2_4.C21,Telheiras,0,shp2
C,2,C_2_4.C22,Cais do Sodré,1,shp1
C,2,C_2_4.C23,Telheiras,0,shp2
C,2,C_2_4.C24,Cais do Sodré,1,shp1
C,2,C_2_4.C25,Telheiras,0,shp2
C,2,C_2_4.C26,Cais do Sodré,1,shp1
C,2,C_2_4.C27,Telheiras,0,shp2
C,2,C_2_4.C28,Cais do Sodré,1,shp1
C,2,C_2_4.C29,Telheiras,0,shp2
C,2,C_2_4.C30,Cais do Sodré,1,shp1
C,2,C_2_4.C31,Telheiras,0,shp2
C,2,C_2_4.C32,Cais do Sodré,1,shp1
C,2,C_2_4.C33,Telheiras,0,shp2
C,2,C_2_4.C34,Cais do Sodré,1,shp1
C,2,C_2_4.C35,Telheiras,0,shp2
C,2,C_2_4.C36,Cais do Sodré,1,shp1
C,2,C_2_4.C37,Telheiras,0,shp2
C,2,C_2_4.C38,Cais do Sodré,1,shp1
C,2,C_2_4.C39,Telheiras,0,shp2
C,2,C_2_4.C40,Cais do Sodré,1,shp1
C,2,C_2_4.C41,Telheiras,0,shp2
C,2,C_2_4.C42,Cais do Sodré,1,shp1
C,2,C_2_4.C042,Telheiras,0,shp2
C,2,C_2_4.C043,Cais do Sodré,1,shp1
C,2,C_2_4.C044,Telheiras,0,shp2
D,1,D_1_4.D2,São Sebastião,0,shp4
D,1,D_1_4.D3,Aeroporto,1,shp3
D,1,D_1_4.D4,São Sebastião,0,shp4
D,1,D_1_4.D5,Aeroporto,1,shp3
D,1,D_1_4.D6,São Sebastião,0,shp4
D,1,D_1_4.D7,Aeroporto,1,shp3
D,1,D_1_4.D8,São Sebastião,0,shp4
D,1,D_1_4.D9,Aeroporto,1,shp3
D,1,D_1_4.D10,São Sebastião,0,shp4
D,1,D_1_4.D11,Aeroporto,1,shp3
D,1,D_1_4.D12,São Sebastião,0,shp4
D,1,D_1_4.D13,Aeroporto,1,shp3
D,1,D_1_4.D14,São Sebastião,0,shp4
D,1,D_1_4.D15,Aeroporto,1,shp3
D,1,D_1_4.D16,São Sebastião,0,shp4
D,1,D_1_4.D17,Aeroporto,1,shp3
D,1,D_1_4.D18,São Sebastião,0,shp4
D,1,D_1_4.D19,Aeroporto,1,shp3
D,1,D_1_4.D20,São Sebastião,0,shp4
D,1,D_1_4.D21,Aeroporto,1,shp3
D,1,D_1_4.D22,São Sebastião,0,shp4
D,1,D_1_4.D23,Aeroporto,1,shp3
