service_id,date,exception_type
2,20260101,1
2,20260217,1
2,20260403,1
2,20260425,1
2,20260501,1
2,20260604,1
2,20260610,1
2,20260613,1
2,20260815,1
2,20261005,1
2,20261101,1
2,20261201,1
2,20261208,1
2,20261225,1
1,20260101,2
1,20260217,2
1,20260403,2
1,20260425,2
1,20260501,2
1,20260604,2
1,20260610,2
1,20260613,2
1,20260815,2
1,20261005,2
1,20261101,2
1,20261201,2
1,20261208,2
1,20261225,2
